01/01/2021 00:00:00,72850729175,
01/02/2021 00:00:00,106720672432,
01/03/2021 00:00:00,154493416361,
01/04/2021 00:00:00,193721637964,
01/05/2021 00:00:00,148799705751,
01/06/2021 00:00:00,172846250246,
01/07/2021 00:00:00,195961886039,
01/08/2021 00:00:00,200495771489,
01/09/2021 00:00:00,159975331339,
01/10/2021 00:00:00,215150510191,
01/11/2021 00:00:00,265339734314,
01/12/2021 00:00:00,174073639253,
01/13/2021 00:00:00,142891632583,
01/14/2021 00:00:00,139152239215,
01/15/2021 00:00:00,158817985811,
01/16/2021 00:00:00,144523122287,
01/17/2021 00:00:00,129228043044,
01/18/2021 00:00:00,116156271823,
01/19/2021 00:00:00,153086922760,
01/20/2021 00:00:00,160957939334,
01/21/2021 00:00:00,160268651469,
01/22/2021 00:00:00,161550837481,
01/23/2021 00:00:00,110590476250,
01/24/2021 00:00:00,114592195713,
01/25/2021 00:00:00,130284363025,
01/26/2021 00:00:00,118140730000,
01/27/2021 00:00:00,122111042289,
01/28/2021 00:00:00,135059350317,
01/29/2021 00:00:00,208266706438,
01/30/2021 00:00:00,142721234519,
01/31/2021 00:00:00,118400144789,
02/01/2021 00:00:00,134796560791,
